name, success_rate, success_count, totol_problem_count, problems_solved, compilation_error_rate, compilation_error_count, total_answer_count, problems_w_ce, ce_rate_list, first_success_pos, avg_first_success_pos, avg_success_rate, first_success_count, first_success_rate
codet5-base_mbjp__test(2025-07-02_15-48-24/70),19.40%,13.0,67.0,"[3, 6, 7, 9, 11, 17, 26, 40, 43, 44, 46, 53, 63]",40.30%,270.0,670.0,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11, 12, 13, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 30, 31, 32, 33, 34, 35, 36, 38, 41, 43, 45, 48, 50, 51, 52, 53, 54, 55, 57, 59, 60, 61, 62, 64, 65, 66]","[0.9, 0.2, 1.0, 0.1, 0.0, 0.6, 0.0, 0.5, 0.5, 0.8, 0.3, 0.8, 0.2, 0.2, 0.0, 0.1, 0.9, 0.0, 0.6, 0.1, 1.0, 0.3, 0.2, 0.1, 1.0, 0.8, 0.2, 0.7, 0.3, 0.0, 0.9, 1.0, 0.2, 0.4, 0.1, 0.8, 1.0, 0.0, 1.0, 0.0, 0.0, 0.6, 0.0, 0.2, 0.0, 0.4, 0.0, 0.0, 0.9, 0.0, 0.4, 0.4, 0.6, 0.1, 0.1, 1.0, 0.0, 0.9, 0.0, 0.3, 0.5, 0.6, 0.1, 0.0, 0.6, 1.0, 0.5]","[10, 10, 10, 9, 10, 10, 1, 0, 10, 1, 10, 1, 10, 10, 10, 10, 10, 8, 10, 10, 10, 10, 10, 10, 10, 10, 2, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 10, 10, 0, 6, 10, 3, 10, 10, 10, 10, 10, 10, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10]",8.57,6.12%,4.0,5.97%
codet5-base_mbjp__test(2025-07-02_15-48-24/80),19.40%,13.0,67.0,"[4, 6, 7, 11, 23, 25, 26, 33, 40, 43, 46, 53, 63]",40.60%,272.0,670.0,"[1, 2, 3, 6, 8, 9, 10, 11, 12, 14, 16, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 30, 31, 32, 35, 36, 37, 38, 39, 41, 42, 43, 44, 46, 47, 48, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66]","[0.0, 0.1, 0.6, 1.0, 0.0, 0.0, 0.4, 0.0, 0.5, 0.4, 0.3, 0.3, 0.1, 0.0, 0.6, 0.0, 0.4, 0.0, 0.4, 0.0, 0.8, 0.1, 0.6, 0.3, 0.4, 0.6, 0.8, 0.3, 0.7, 0.0, 1.0, 0.3, 0.3, 0.0, 0.0, 0.9, 1.0, 0.2, 1.0, 0.8, 0.0, 0.9, 0.3, 0.2, 0.2, 0.0, 0.2, 0.2, 1.0, 0.0, 0.8, 0.6, 0.2, 0.6, 0.3, 1.0, 0.6, 0.1, 0.2, 0.9, 1.0, 1.0, 0.3, 0.2, 0.5, 0.6, 0.1]","[10, 10, 10, 10, 0, 10, 0, 0, 10, 10, 10, 4, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 10, 3, 6, 10, 10, 10, 10, 10, 10, 8, 10, 10, 10, 10, 10, 10, 1, 10, 10, 0, 10, 10, 6, 10, 10, 10, 10, 10, 10, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10]",8.61,4.63%,6.0,8.96%
codet5-base_mbjp__test(2025-07-02_15-48-24/90),14.93%,10.0,67.0,"[4, 6, 7, 18, 35, 37, 40, 43, 44, 63]",54.93%,368.0,670.0,"[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 38, 39, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 64, 65, 66]","[0.3, 0.2, 0.9, 1.0, 0.7, 0.4, 0.3, 0.0, 0.6, 1.0, 0.4, 0.9, 0.2, 0.1, 0.2, 0.3, 0.3, 0.5, 0.4, 0.7, 0.9, 1.0, 0.6, 0.6, 1.0, 1.0, 0.6, 1.0, 0.1, 0.3, 1.0, 0.9, 0.8, 0.4, 1.0, 0.6, 1.0, 0.0, 1.0, 0.7, 0.0, 0.0, 1.0, 0.2, 0.4, 1.0, 0.5, 0.4, 0.5, 0.2, 0.4, 0.1, 0.3, 0.4, 0.8, 1.0, 0.1, 0.9, 0.1, 0.2, 0.6, 1.0, 0.7, 0.0, 0.5, 0.9, 0.7]","[10, 10, 10, 10, 8, 10, 0, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 10, 9, 10, 10, 0, 10, 10, 0, 2, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10]",8.99,4.48%,5.0,7.46%
codet5-base_mbjp__test(2025-07-02_15-48-24/100),13.43%,9.0,67.0,"[4, 6, 7, 23, 26, 40, 43, 53, 63]",59.40%,398.0,670.0,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 26, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 64, 65, 66]","[0.7, 1.0, 1.0, 0.0, 0.6, 1.0, 0.4, 0.2, 1.0, 0.3, 0.7, 0.4, 1.0, 0.1, 0.4, 1.0, 0.2, 0.4, 1.0, 0.0, 1.0, 0.7, 0.6, 0.8, 1.0, 0.0, 0.5, 0.0, 0.2, 0.4, 1.0, 0.8, 0.0, 0.9, 0.1, 0.7, 1.0, 0.6, 1.0, 0.6, 0.0, 0.6, 0.4, 0.9, 1.0, 0.2, 0.8, 1.0, 0.8, 0.7, 0.0, 1.0, 0.3, 0.1, 1.0, 0.8, 0.9, 1.0, 0.3, 0.9, 0.5, 1.0, 0.3, 0.0, 0.1, 1.0, 0.9]","[10, 10, 10, 10, 2, 10, 2, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 10, 10, 2, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 10, 10, 2, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10]",8.78,4.33%,5.0,7.46%
codet5p-220m_mbjp__test(2025-07-03_21-28-26/200),1.49%,1.0,67.0,[7],90.75%,608.0,670.0,"[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65]","[0.3, 1.0, 1.0, 0.9, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.1, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 1.0, 1.0, 0.9, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 0.6, 0.1, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[10, 10, 10, 10, 10, 10, 10, 4, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]",9.91,0.45%,0.0,0.00%
codet5p-220m_mbjp__test(2025-07-03_21-28-26/220),17.91%,12.0,67.0,"[6, 7, 20, 22, 23, 35, 37, 43, 44, 53, 62, 63]",32.24%,216.0,670.0,"[0, 2, 3, 4, 5, 6, 8, 11, 14, 15, 16, 18, 20, 21, 22, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39, 41, 43, 44, 46, 47, 48, 52, 54, 55, 57, 58, 59, 60, 61, 64, 65]","[0.2, 0.0, 0.8, 0.9, 0.1, 0.8, 0.1, 0.0, 0.1, 0.0, 0.0, 0.4, 0.0, 0.0, 0.1, 0.2, 0.3, 0.0, 0.1, 0.0, 0.1, 0.7, 0.1, 0.0, 1.0, 0.2, 0.3, 0.0, 0.2, 0.3, 0.7, 1.0, 1.0, 0.1, 0.1, 0.4, 1.0, 0.1, 0.0, 0.6, 0.0, 0.4, 0.0, 0.4, 0.5, 0.0, 0.8, 0.3, 1.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.5, 0.6, 0.0, 1.0, 1.0, 0.3, 0.1, 0.7, 0.0, 0.0, 0.8, 0.8, 0.0]","[10, 10, 10, 10, 10, 10, 9, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 10, 9, 5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 1, 10, 2, 10, 10, 10, 10, 10, 0, 0, 10, 10, 10, 10, 10, 10, 10, 10, 1, 10, 10, 10, 10, 10, 10, 10, 10, 0, 0, 10, 10, 10]",8.61,6.42%,6.0,8.96%
codet5p-220m_mbjp__test(2025-07-03_21-28-26/240),19.40%,13.0,67.0,"[3, 4, 7, 22, 23, 26, 27, 43, 44, 46, 53, 62, 63]",33.13%,222.0,670.0,"[0, 3, 4, 5, 8, 9, 10, 11, 12, 15, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 35, 37, 38, 39, 41, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 60, 61, 64, 65, 66]","[0.6, 0.0, 0.0, 0.3, 0.1, 0.8, 0.0, 0.0, 0.1, 1.0, 0.2, 0.6, 0.1, 0.0, 0.0, 0.1, 0.0, 0.1, 0.0, 0.9, 0.9, 0.2, 0.1, 0.2, 1.0, 0.3, 0.2, 0.1, 0.1, 0.9, 0.5, 0.5, 0.5, 0.0, 0.0, 0.7, 0.0, 0.1, 0.5, 0.7, 0.0, 0.6, 0.0, 0.2, 0.3, 0.2, 0.3, 0.3, 0.5, 0.2, 0.4, 0.1, 0.5, 0.6, 0.1, 1.0, 1.0, 1.0, 0.2, 0.0, 0.1, 0.7, 0.0, 0.0, 0.1, 0.5, 0.9]","[10, 10, 10, 0, 0, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 6, 5, 10, 10, 7, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 0, 10, 0, 10, 10, 10, 10, 10, 10, 5, 10, 10, 10, 10, 10, 10, 10, 10, 0, 0, 10, 10, 10]",8.4,7.61%,9.0,13.43%
codet5p-220m_mbjp__test(2025-07-03_21-28-26/260),23.88%,16.0,67.0,"[0, 3, 6, 7, 20, 23, 26, 27, 33, 37, 43, 44, 46, 52, 53, 63]",38.66%,259.0,670.0,"[2, 4, 5, 7, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 29, 30, 31, 32, 34, 35, 36, 38, 39, 40, 41, 43, 44, 47, 48, 49, 50, 52, 53, 54, 55, 56, 57, 58, 60, 61, 64, 65]","[0.0, 0.0, 0.2, 0.0, 0.8, 0.9, 0.0, 0.1, 0.0, 0.0, 0.2, 0.5, 0.4, 0.1, 0.0, 0.2, 0.1, 0.2, 0.2, 0.4, 0.2, 1.0, 0.5, 0.0, 1.0, 0.9, 0.6, 0.5, 0.0, 0.9, 1.0, 1.0, 0.5, 0.0, 0.9, 0.5, 1.0, 0.0, 1.0, 0.5, 0.2, 0.5, 0.0, 0.3, 0.1, 0.0, 0.0, 0.1, 0.8, 0.3, 1.0, 0.0, 0.3, 0.4, 0.4, 0.9, 0.4, 1.0, 0.4, 0.0, 0.7, 0.9, 0.0, 0.0, 0.1, 0.8, 0.0]","[3, 10, 10, 0, 10, 10, 7, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 3, 10, 10, 0, 10, 10, 0, 2, 10, 10, 10, 10, 10, 6, 10, 10, 10, 5, 10, 10, 10, 10, 10, 0, 0, 10, 0, 10, 10, 10, 10, 10, 7, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10]",8.12,8.66%,8.0,11.94%
codet5p-220m_mbjp__test(2025-07-03_21-28-26/280),16.42%,11.0,67.0,"[4, 7, 15, 22, 29, 37, 43, 44, 46, 53, 62]",44.48%,298.0,670.0,"[0, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15, 16, 18, 20, 23, 24, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 37, 38, 39, 40, 41, 43, 44, 45, 46, 48, 49, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 61, 64, 65]","[0.1, 0.0, 0.9, 0.1, 0.1, 1.0, 0.1, 0.0, 1.0, 1.0, 0.4, 0.5, 0.2, 0.0, 0.1, 0.1, 0.1, 0.0, 0.5, 0.0, 0.6, 0.0, 0.0, 1.0, 1.0, 0.5, 0.7, 1.0, 0.1, 0.2, 0.5, 1.0, 0.0, 0.3, 1.0, 0.8, 0.0, 0.2, 1.0, 0.6, 0.4, 0.5, 0.0, 0.3, 0.1, 1.0, 0.1, 0.0, 1.0, 0.2, 1.0, 1.0, 0.0, 0.2, 0.8, 1.0, 1.0, 1.0, 0.7, 0.2, 0.3, 1.0, 0.0, 0.0, 0.8, 0.5, 0.0]","[10, 10, 10, 10, 2, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 6, 10, 10, 10, 10, 10, 10, 9, 10, 10, 10, 10, 10, 10, 5, 10, 10, 10, 10, 10, 10, 10, 2, 10, 10, 10, 10, 10, 0, 3, 10, 4, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10]",8.82,5.07%,4.0,5.97%
Qwen2.5-0.5B_sufu__test,36.21%,21.0,58.0,"[0, 4, 5, 7, 12, 16, 18, 20, 22, 23, 26, 29, 31, 35, 36, 37, 41, 47, 49, 50, 55]",51.21%,297.0,580.0,"[1, 3, 5, 6, 8, 9, 10, 11, 13, 14, 15, 17, 18, 19, 20, 21, 23, 24, 25, 27, 28, 30, 32, 33, 34, 35, 38, 39, 40, 42, 43, 44, 45, 46, 48, 49, 51, 52, 53, 54, 55, 56]","[0.0, 1.0, 0.0, 1.0, 0.0, 0.1, 0.4, 0.0, 0.4, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.2, 1.0, 0.3, 0.2, 0.0, 0.1, 1.0, 1.0, 0.0, 0.7, 0.9, 0.0, 1.0, 0.0, 0.3, 1.0, 1.0, 0.2, 0.0, 0.0, 0.7, 0.5, 0.7, 0.0, 1.0, 1.0, 0.9, 0.9, 1.0, 0.0, 0.1, 0.2, 0.0, 0.8, 1.0, 0.3, 1.0, 0.1, 0.7, 0.0]","[0, 10, 10, 10, 0, 0, 10, 0, 10, 10, 10, 10, 0, 10, 10, 10, 0, 10, 0, 10, 0, 10, 0, 5, 10, 10, 5, 10, 10, 0, 10, 0, 10, 10, 10, 0, 0, 3, 10, 10, 10, 0, 10, 10, 10, 10, 10, 0, 10, 0, 0, 10, 10, 10, 10, 0, 10, 10]",6.6,28.45%,18.0,31.03%
codet5-base_sufu__test(2025-06-29_23-21-14/160x),32.76%,19.0,58.0,"[0, 1, 4, 5, 7, 9, 12, 16, 22, 23, 29, 31, 32, 36, 41, 47, 49, 50, 55]",89.26%,5177.0,5800.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[0.64, 0.96, 1.0, 1.0, 0.54, 0.62, 1.0, 0.66, 1.0, 0.88, 1.0, 1.0, 0.86, 0.99, 1.0, 1.0, 0.84, 1.0, 1.0, 0.97, 1.0, 1.0, 0.96, 0.89, 1.0, 0.99, 1.0, 1.0, 0.99, 0.83, 1.0, 0.67, 0.9, 1.0, 1.0, 0.96, 0.54, 0.76, 0.86, 1.0, 0.91, 0.58, 1.0, 1.0, 0.94, 1.0, 1.0, 0.54, 0.94, 0.85, 0.63, 1.0, 1.0, 0.71, 1.0, 0.66, 0.97, 0.73]","[0, 1, 100, 100, 0, 0, 100, 0, 100, 0, 100, 100, 4, 100, 100, 100, 0, 100, 100, 100, 100, 100, 1, 0, 100, 100, 100, 100, 100, 0, 100, 0, 9, 100, 100, 100, 0, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 0, 100, 3, 0, 100, 100, 100, 100, 0, 100, 100]",67.55,7.83%,14.0,24.14%
codet5-base_mbjp__test(2025-07-02_15-48-24/50_100),31.34%,21.0,67.0,"[0, 3, 4, 6, 7, 10, 11, 18, 19, 20, 26, 33, 35, 37, 40, 43, 46, 53, 62, 63, 65]",37.00%,2479.0,6700.0,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 33, 35, 36, 37, 38, 39, 40, 41, 42, 43, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 64, 65, 66]","[0.29, 0.0, 0.83, 0.29, 0.12, 0.91, 0.3, 0.4, 0.18, 0.48, 0.18, 0.02, 0.65, 0.1, 0.29, 0.13, 0.71, 0.0, 0.31, 0.0, 0.63, 0.28, 0.87, 0.77, 1.0, 0.57, 0.41, 0.6, 0.02, 0.67, 0.84, 0.55, 0.0, 0.04, 0.0, 0.65, 0.92, 0.16, 0.03, 0.01, 0.07, 0.85, 0.14, 0.25, 0.0, 0.39, 0.35, 0.53, 0.37, 0.09, 0.0, 0.13, 0.13, 0.57, 0.33, 0.91, 0.1, 0.37, 0.06, 0.31, 0.81, 0.98, 0.17, 0.0, 0.28, 0.6, 0.79]","[39, 100, 100, 33, 0, 100, 0, 3, 100, 100, 23, 0, 100, 100, 100, 100, 100, 100, 2, 1, 6, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 1, 100, 33, 100, 5, 100, 100, 0, 100, 100, 0, 100, 100, 19, 100, 100, 100, 100, 100, 100, 4, 100, 100, 100, 100, 100, 100, 100, 100, 3, 41, 100, 34, 100]",72.34,5.81%,6.0,8.96%
codet5-base_sufu_codeproof__test(2025-09-15_10-24-17/20),8.62%,5.0,58.0,"[23, 41, 47, 49, 51]",59.83%,347.0,580.0,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[0.1, 0.0, 0.4, 1.0, 1.0, 1.0, 0.4, 0.7, 1.0, 0.5, 0.4, 0.2, 0.0, 0.9, 1.0, 1.0, 1.0, 0.6, 1.0, 0.2, 0.2, 1.0, 1.0, 0.4, 1.0, 1.0, 0.4, 0.4, 0.0, 1.0, 1.0, 0.0, 0.2, 1.0, 1.0, 0.2, 1.0, 0.4, 0.3, 1.0, 1.0, 0.1, 0.6, 0.4, 0.5, 0.4, 1.0, 0.0, 0.5, 0.6, 1.0, 0.1, 0.3, 1.0, 0.3, 0.6, 0.4, 1.0]","[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 0, 10, 0, 10, 6, 10, 10, 10, 10, 10, 10]",9.24,3.62%,4.0,6.90%
codet5-base_sufu_codeproof__test(2025-09-15_10-24-17/30),12.07%,7.0,58.0,"[5, 9, 31, 41, 47, 49, 55]",69.48%,403.0,580.0,"[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[0.1, 1.0, 0.1, 1.0, 0.6, 0.8, 0.6, 0.0, 0.8, 0.9, 0.8, 0.0, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 0.6, 1.0, 1.0, 0.8, 1.0, 1.0, 0.9, 0.8, 0.8, 0.6, 1.0, 0.1, 0.5, 1.0, 1.0, 0.5, 0.6, 0.4, 0.4, 0.7, 1.0, 0.8, 1.0, 0.6, 0.2, 1.0, 1.0, 0.5, 0.1, 0.8, 1.0, 0.5, 0.4, 0.5, 1.0, 0.7, 0.6, 0.5]","[10, 10, 10, 10, 10, 1, 10, 10, 10, 6, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 0, 10, 1, 10, 10, 10, 10, 10, 3, 10, 10]",8.98,3.28%,3.0,5.17%
codet5-base_sufu_codeproof__test(2025-09-15_10-24-17/40),8.62%,5.0,58.0,"[41, 47, 49, 50, 55]",61.90%,359.0,580.0,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 24, 25, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 46, 49, 50, 51, 53, 54, 55, 57]","[0.0, 0.4, 1.0, 1.0, 1.0, 1.0, 0.8, 0.0, 1.0, 0.5, 0.7, 1.0, 0.9, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 0.0, 0.2, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.4, 0.0, 1.0, 1.0, 0.7, 0.6, 1.0, 1.0, 0.7, 1.0, 0.3, 0.1, 1.0, 1.0, 0.5, 0.3, 0.8, 0.7, 0.0, 1.0, 0.0, 0.0, 0.8, 0.8, 0.1, 0.0, 0.2, 0.3, 0.6, 0.0, 0.7]","[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 0, 10, 0, 1, 10, 10, 10, 10, 0, 10, 10]",9.16,2.07%,4.0,6.90%
codet5-base_sufu_codeproof__test(2025-09-15_10-24-17/50),12.07%,7.0,58.0,"[0, 5, 20, 41, 44, 47, 49]",65.34%,379.0,580.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[0.2, 1.0, 0.3, 1.0, 0.3, 0.5, 0.1, 0.4, 1.0, 0.7, 0.6, 1.0, 0.9, 1.0, 1.0, 1.0, 1.0, 0.7, 1.0, 0.7, 0.0, 1.0, 1.0, 0.2, 1.0, 1.0, 0.6, 0.2, 0.0, 1.0, 1.0, 1.0, 0.4, 1.0, 1.0, 0.3, 0.3, 0.1, 0.5, 0.6, 0.8, 0.1, 0.9, 0.3, 0.6, 0.4, 1.0, 0.0, 0.9, 0.9, 1.0, 0.2, 0.9, 0.3, 1.0, 1.0, 0.1, 0.9]","[4, 10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 10, 10, 9, 10, 10, 0, 10, 0, 10, 10, 10, 10, 10, 10, 10, 10]",9.03,4.83%,4.0,6.90%
codet5-base_sufu_codeproof__test(2025-09-15_10-24-17/60),24.14%,14.0,58.0,"[1, 4, 5, 19, 20, 23, 26, 29, 31, 36, 41, 47, 49, 50]",69.66%,404.0,580.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[0.3, 0.8, 0.9, 1.0, 0.7, 0.8, 0.6, 0.9, 1.0, 1.0, 0.7, 1.0, 0.8, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2, 0.2, 0.5, 1.0, 0.6, 1.0, 1.0, 0.1, 1.0, 0.3, 0.4, 1.0, 0.9, 0.2, 1.0, 1.0, 0.2, 0.7, 0.3, 0.2, 1.0, 1.0, 0.5, 1.0, 0.4, 1.0, 0.7, 1.0, 0.3, 0.2, 0.4, 0.9, 0.2, 0.1, 0.6, 0.9, 0.6, 0.3, 1.0]","[10, 1, 10, 10, 4, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 4, 0, 10, 10, 6, 10, 10, 1, 10, 10, 0, 10, 9, 10, 10, 10, 10, 4, 10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 0, 10, 0, 7, 10, 10, 10, 10, 10, 10, 10]",8.21,6.90%,6.0,10.34%
